yaw,pitch
0,0
0,10
0,20
0,30
0,40
10,0
20,0
30,0
40,0
10,10
20,20
30,30
-16.459705845779972,18.933871599419362
-13.510759593146062,-14.327880673909895
19.55861903275685,-9.150445605818511
48.563759805364626,-43.56783561901019
45.01116786930652,-40.091490954869734
-26.64923746733091,32.142452545664966
0.6641519323798875,-8.606230876543243
24.767141494351137,-8.596754842170583
-43.082872269340285,-2.57113556540709
-6.535381279797711,-30.03602339380279
-48.8147472713941,-2.194067927641562
-29.502893281814004,-0.9069546735920966
11.980153510170268,5.414266984273432
-23.038743670396077,22.768625714904488
37.09144026320651,32.59057464324077
-49.84814811941533,46.24332661034545
14.867521801731925,29.200945983372293
-48.76461140608639,7.498455108166745
-14.979882836778138,-49.76060312283735
20.225860456666496,-46.243952092340024
-5.796705470732455,-26.840253258055768
-2.862892973289476,20.947765829206617
-19.106940288041564,31.42272637714315
-46.776824419696695,21.91538282223408
-7.661243937986569,15.877018160647637
41.45503407144918,20.35119328804356
-4.23322795213398,42.0915741973985
42.41641722212084,4.67753159119281
-47.82555880643087,21.390390968762517
-45.72270439231176,-24.95224791222448
-28.793753924600306,-11.383909328909084
-41.760470598269066,-43.97067526907229
35.952384561799064,7.036659790110242
37.218799083135195,-23.06551783127
-16.0311541489107,23.1522361052005
-10.093018974201541,-47.38461007806553
12.278138385741876,21.93330375839085
-48.50258006776451,-49.356193526540494
-3.479703194757974,-2.6075377930722468
-12.341058471585377,-16.024091954247325
-12.826015188849148,0.7603537759567658
35.59086614149666,-49.23966161601903
13.855121660092294,43.097656199797385
-4.969340733680262,-43.46242803667057
-48.03484502400457,20.151783609338565
20.983315511269595,-8.59128954482592
-26.758877930639002,-40.085632329616296
36.72384966552691,-12.835169018770557
-1.5039873881085413,-0.2899451276884264
-3.937829410348236,-41.73165093536551
34.7769351134867,-31.4384078256554
-40.04874011390328,-19.674346868163482
34.87697502809779,8.222309581977441
-38.66845068014037,15.730324595558315
20.477166158234994,-31.229974827893038
-21.669162720525335,10.362064205992247
-34.99339624184474,33.14518657023737
37.300004995174135,15.674940324437443
2.572612235131352,-39.014419709134344
44.145660746980525,-12.990358701898273
28.37148715214761,6.8822033016007325
19.179462843051738,36.768070427537566
-1.4684029545799717,-3.0948879123522417
-22.150930642852394,-5.212345953352461
22.15082886475564,42.91778069527504
43.11180943164278,26.504457052511682
-6.900764091894253,1.425800318060496
-3.431116740031861,-29.28136975484342
45.57631239245133,-10.222398543055164
-24.65053619953933,17.345482666588197
16.82349285003764,-19.168984739301408
18.038372496529547,-7.929899502596641
-16.855660750017243,-27.127365262627446
-19.26177864491221,-46.27028673393608
-10.127928606389304,1.5956128933971812
26.642138978569037,-3.3876023565328452
-10.766893932246106,12.75758826285032
-18.91086984662508,-43.158701085792416
-37.42089146295595,3.629739250816087
45.482992804735545,8.957937710258967
