yaw,pitch,roll
-5.482870307256725,36.47423551562426,-6.23703167347972
-32.26998265311144,43.80146560416382,11.039014658831135
-5.555884945317366,11.871080578790426,-36.37765130252177
7.33648068250676,27.18314680695096,12.251143591125732
-25.558958574313053,-44.98857881433229,-31.55232731345202
-14.691384576473624,26.849405616267887,-40.32439908717268
-28.345763023974623,40.44216566863257,-19.843631487170942
22.692133562516105,35.65797658211656,-47.01894381672588
22.99013164564188,-48.00843948578974,-45.00879898331459
-17.78306127741626,-1.0073181501175767,33.60330456157628
-12.051221848085433,-49.356345647597045,0.8067544920288796
27.360036908320623,27.899200419485865,-36.92819643119574
40.934019144689046,42.63361737921677,-10.2308397199931
-41.623816555170066,-21.46625500606052,20.81731889104998
-11.641303589968985,-46.32699355195156,32.92694190901129
13.254481214679238,36.28956289464752,35.39380308400379
22.57043237932234,5.411841293471731,37.99809963774857
47.4573516448164,-39.00656172887825,9.449005884295012
-47.48332430348621,-9.443571970521845,-38.77726017492631
-20.779193311443333,22.470675453167843,29.311495361817748
4.933034933943226,12.583531750403488,25.959519505312528
44.01341039848424,-44.67215502537988,38.04155452484541
24.551150694237776,6.654843526287202,10.1395849811721
-8.136133845370786,-37.69174087816715,-43.863959454534275
11.76394798454038,45.42532498595389,14.599182014633854
-39.90298162943373,15.61605062243126,45.688573360343995
-36.163280716083804,-39.101664316617956,21.045649311517167
-16.4563827361063,14.020985872700635,-14.121217156891639
28.694203289691885,-17.578379959467973,-31.993540417316602
-42.426985250556235,-41.84365533886132,-29.103980994604505
28.739817409204562,42.06440958291948,-43.204932349658044
21.60139121159122,16.542446357323584,24.09537333703007
44.314969550606904,-16.638570689508214,-40.37224660821003
-28.14035251123167,-36.05165482492063,-44.98448105020911
49.44670222750412,-41.05914871415036,-44.75938981919171
6.148357282358127,-15.654332090543598,-33.09725458991467
33.39422991567571,-43.202350178167734,-34.61486101599728
26.169584897817217,-19.768276175530907,12.734456627567859
37.23592035514238,-23.58804201007012,23.51372290533253
33.21594286774949,-39.21339893743547,39.4054210315998
-17.793908889704845,-27.203404345079775,-28.413305271339283
40.303124061113905,-23.770786565762016,-43.49988698285952
-6.205792471283459,-42.424848639154725,18.15734884461463
38.01035552544512,10.569629027962016,-37.773624392976025
-13.505908893327302,37.7561937741244,13.58293425990388
5.522622519195352,47.39069158827894,-24.882576379762767
-36.7775292423149,-49.17381666612704,22.11399667900156
-6.139353576091601,6.8469249708779785,-48.02164862890379
-34.86272391239933,46.20490119315835,-30.180836194767537
45.496407553611235,27.966518621916165,28.24330234693869
-18.768963248283054,-20.478474745797715,3.693576687234547
13.898864823505164,23.87959490538455,-19.477632903544105
-32.55914302378194,-28.969091206342547,41.93929283700906
-12.587048325296337,2.1105479356342656,-42.88012070123357
2.467346672491388,-40.84016439705689,-41.74660521030518
-38.26252874580467,-2.597703867083581,-25.868996620239916
40.473309702752715,45.231374770127175,-2.3545881525633874
23.902219301234496,34.74431350361485,-40.309724303383945
-28.44168767344787,-23.66739438709248,-38.45335797845648
-45.453611837162796,26.1215396628739,1.9765872249222127
-9.261498076999032,38.37711780889052,2.2534369721455647
-6.748585160374809,16.83395751333157,29.59686119697848
40.20670235971761,-23.674299761497796,49.66768157824153
-38.54853342008329,34.980460996414436,-15.796046294837751
-31.650275324716482,-7.980198922636525,8.428921280665847
18.832901863117712,0.318540746397602,24.74038989254784
17.725731805369534,25.75086668014862,-6.161772394742613
16.594692640372912,-13.55863703407374,-8.622317600082305
14.1347351931485,-46.01424765998704,-29.782699229467024
18.728187549378646,-31.61727909718707,45.73307448237942
7.005524419385203,-49.63795315426628,15.466975009537876
-4.351457808968803,17.131455796840328,37.57561569567311
-42.32853006508177,-9.60643758746199,5.810988648119185
-25.87843205062366,13.46652986318135,24.30125133870432
28.53502101669514,-0.9703779073862862,-34.14538224844436
11.706628745352013,-17.908920541226323,45.370096217924655
-1.9541428160621024,49.012613829412714,48.54745530446438
-41.45421441383813,25.043223254376173,1.4496743637106988
-33.61724916219107,49.98417419010838,49.06794315975105
-14.570054919177991,26.706803303103882,15.138945155931737
41.241903307964634,0.10482134316141156,19.20873967653607
-27.003684267571614,-30.839483627801588,41.667619947925644
-11.004893475546673,12.03567008463471,0.054872707836850054
33.356664398064865,-37.60986387384001,46.78479415325931
-7.364319358717019,-33.86131111558841,-11.4787808433544
-3.0039207633767404,19.381593662596984,-1.0141408860724468
-12.873272095119233,41.87961865469596,-6.587550994286353
0.9492454591480879,-18.846066492730905,20.49745995624805
-9.112992254127661,-43.72149676731526,-20.32518071874847
-41.26407196974539,-14.466055743580753,-31.96167998143623
-27.285097258513602,12.906894702328586,11.872999902747203
-24.321561089054956,-17.161979218168554,-14.77678022228067
27.815882341823396,34.29886301275491,-48.81907231014127
0.7958489694729138,-31.257057076574945,6.390703265717569
-17.88324196229685,-42.323862486067185,42.0109791694495
0.9928170523839768,-2.122309272864186,-44.35450144089869
14.685393644714978,11.903076179848561,-7.943688298534546
8.986982992117696,4.902277236115403,-39.32197148638396
5.628915076763775,36.04253974781463,-34.601029224550906
48.875268439462445,13.436868521981218,-43.80762025526569
33.926490444542154,-39.164139152159585,18.49347339872979
-42.8644068603514,33.7150113378496,10.985012234767588
-34.8073690172468,16.07277436612401,38.760700709428576
5.985599695094955,-15.67704682270886,-9.79369999948463
34.298097806108274,-45.68686812255714,17.23346872966806
-38.85976665195521,-7.6539621034953385,3.66454497839905
-1.1811512691761479,-29.59437594000357,34.70395620088222
33.12079277310477,30.36149639530555,-29.037515648320532
10.565258758195029,-43.8814380272288,36.401250142319014
17.334180329406152,-44.10370863463545,-35.34219243904833
23.71857240218037,25.7626911208488,-3.616245246321512
24.09012884719081,36.74117107503446,6.017705208762877
39.706509069365254,-35.50585468160984,19.398250940439098
25.82461218982445,-12.744466540775768,46.21627017010552
-4.996014609552255,5.973392581366191,11.522437978240937
-17.662849765137423,-28.320728684563644,17.745602957664232
-41.904905832781324,-32.812776763573936,2.73115450649356
19.06685807164648,17.257054852936307,27.84193422860119
-11.075908551211299,-25.515623308882105,4.452222191683887
2.689173173258638,40.8467982403708,40.68790024321959
23.70844639109761,-35.16935550640482,5.291977518167322
39.95183882712118,6.244790951215329,31.259457485342566
26.054032705403102,23.323571500450413,-49.428676190440434
-10.361740519901922,-39.687134386482185,37.32035929384723
-0.35894199749758826,-18.030019289452415,-25.964154027580765
15.974324622679632,24.93998124341607,-11.05174329222428
24.81287762139503,12.9880561058621,8.136831268481082
